facility_name,trial_stage,bag_set,bag_number,product_name,percent_residual
Facility 5 (EASP),Second Removal,B (green),10,Bagasse Clamshell 9x9,24.90%
Facility 5 (EASP),Second Removal,B (green),3,Bagasse Clamshell 9x9,30.50%
Facility 5 (EASP),Second Removal,B (green),4,Bagasse Clamshell 9x9,15.50%
Facility 5 (EASP),Second Removal,B (green),8,Bagasse Clamshell 9x9,20.40%
Facility 5 (EASP),Second Removal,C (yellow),1,Bagasse Clamshell 9x9,
Facility 5 (EASP),Second Removal,C (yellow),2,Bagasse Clamshell 9x9,
Facility 5 (EASP),Second Removal,C (yellow),4,Bagasse Clamshell 9x9,
Facility 5 (EASP),Second Removal,C (yellow),5,Bagasse Clamshell 9x9,
Facility 5 (EASP),Second Removal,C (yellow),6,Bagasse Clamshell 9x9,
Facility 6 (CASP),First Removal,A (blue),10,Bagasse Clamshell 9x9,
Facility 6 (CASP),First Removal,A (blue),6,Bagasse Clamshell 9x9,
Facility 6 (CASP),First Removal,A (blue),7,Bagasse Clamshell 9x9,
Facility 6 (CASP),First Removal,A (blue),8,Bagasse Clamshell 9x9,
Facility 6 (CASP),First Removal,A (blue),9,Bagasse Clamshell 9x9,
Facility 6 (CASP),First Removal,B (green),10,Bagasse Clamshell 9x9,61.10%
Facility 6 (CASP),First Removal,B (green),6,Bagasse Clamshell 9x9,71.60%
Facility 6 (CASP),First Removal,B (green),7,Bagasse Clamshell 9x9,72.10%
Facility 6 (CASP),First Removal,B (green),8,Bagasse Clamshell 9x9,73.90%
Facility 6 (CASP),First Removal,B (green),9,Bagasse Clamshell 9x9,78.80%
Facility 6 (CASP),First Removal,C (yellow),10,Bagasse Clamshell 9x9,
Facility 6 (CASP),First Removal,C (yellow),6,Bagasse Clamshell 9x9,
Facility 6 (CASP),First Removal,C (yellow),7,Bagasse Clamshell 9x9,
Facility 6 (CASP),First Removal,C (yellow),8,Bagasse Clamshell 9x9,
Facility 6 (CASP),First Removal,C (yellow),9,Bagasse Clamshell 9x9,
Facility 6 (CASP),Second Removal,A (blue),1,Bagasse Clamshell 9x9,
Facility 6 (CASP),Second Removal,A (blue),2,Bagasse Clamshell 9x9,
Facility 6 (CASP),Second Removal,A (blue),4,Bagasse Clamshell 9x9,
Facility 6 (CASP),Second Removal,A (blue),5,Bagasse Clamshell 9x9,
Facility 6 (CASP),Second Removal,B (green),1,Bagasse Clamshell 9x9,11.60%
Facility 6 (CASP),Second Removal,B (green),2,Bagasse Clamshell 9x9,31.70%
Facility 6 (CASP),Second Removal,B (green),3,Bagasse Clamshell 9x9,41.90%
Facility 6 (CASP),Second Removal,B (green),4,Bagasse Clamshell 9x9,23.50%
Facility 6 (CASP),Second Removal,B (green),5,Bagasse Clamshell 9x9,53.80%
Facility 6 (CASP),Second Removal,C (yellow),1,Bagasse Clamshell 9x9,
Facility 6 (CASP),Second Removal,C (yellow),2,Bagasse Clamshell 9x9,
Facility 6 (CASP),Second Removal,C (yellow),3,Bagasse Clamshell 9x9,
Facility 6 (CASP),Second Removal,C (yellow),4,Bagasse Clamshell 9x9,
Facility 6 (CASP),Second Removal,C (yellow),5,Bagasse Clamshell 9x9,
Facility 7 (CASP),First Removal,A (blue),1,Bagasse Clamshell 9x9,
Facility 7 (CASP),First Removal,A (blue),10,Bagasse Clamshell 9x9,
Facility 7 (CASP),First Removal,A (blue),4,Bagasse Clamshell 9x9,
Facility 7 (CASP),First Removal,A (blue),5,Bagasse Clamshell 9x9,
Facility 7 (CASP),First Removal,A (blue),7,Bagasse Clamshell 9x9,
Facility 7 (CASP),First Removal,B (green),2,Bagasse Clamshell 9x9,16.40%
Facility 7 (CASP),First Removal,B (green),3,Bagasse Clamshell 9x9,38.90%
Facility 7 (CASP),First Removal,B (green),4,Bagasse Clamshell 9x9,14.90%
Facility 7 (CASP),First Removal,B (green),8,Bagasse Clamshell 9x9,10.30%
Facility 7 (CASP),First Removal,B (green),9,Bagasse Clamshell 9x9,
Facility 7 (CASP),First Removal,C (yellow),10,Bagasse Clamshell 9x9,
Facility 7 (CASP),First Removal,C (yellow),5,Bagasse Clamshell 9x9,
Facility 7 (CASP),First Removal,C (yellow),7,Bagasse Clamshell 9x9,
Facility 7 (CASP),First Removal,C (yellow),8,Bagasse Clamshell 9x9,
Facility 7 (CASP),Second Removal,A (blue),2,Bagasse Clamshell 9x9,
Facility 7 (CASP),Second Removal,A (blue),3,Bagasse Clamshell 9x9,
Facility 7 (CASP),Second Removal,A (blue),6,Bagasse Clamshell 9x9,
Facility 7 (CASP),Second Removal,A (blue),8,Bagasse Clamshell 9x9,
Facility 7 (CASP),Second Removal,A (blue),9,Bagasse Clamshell 9x9,
Facility 7 (CASP),Second Removal,B (green),1,Bagasse Clamshell 9x9,0.00%
Facility 7 (CASP),Second Removal,B (green),5,Bagasse Clamshell 9x9,38.30%
Facility 7 (CASP),Second Removal,B (green),6,Bagasse Clamshell 9x9,0.00%
Facility 7 (CASP),Second Removal,B (green),7,Bagasse Clamshell 9x9,20.20%
Facility 7 (CASP),Second Removal,C (yellow),1,Bagasse Clamshell 9x9,
Facility 7 (CASP),Second Removal,C (yellow),2,Bagasse Clamshell 9x9,
Facility 7 (CASP),Second Removal,C (yellow),3,Bagasse Clamshell 9x9,
Facility 7 (CASP),Second Removal,C (yellow),6,Bagasse Clamshell 9x9,
Facility 7 (CASP),Second Removal,C (yellow),9,Bagasse Clamshell 9x9,
Facility 8 (ASP),First Removal,A (blue),1,Bagasse Clamshell 9x9,
Facility 8 (ASP),First Removal,A (blue),2,Bagasse Clamshell 9x9,
Facility 8 (ASP),First Removal,A (blue),3,Bagasse Clamshell 9x9,
Facility 8 (ASP),First Removal,A (blue),4,Bagasse Clamshell 9x9,
Facility 8 (ASP),First Removal,A (blue),5,Bagasse Clamshell 9x9,
Facility 8 (ASP),First Removal,B (green),1,Bagasse Clamshell 9x9,35.40%
Facility 8 (ASP),First Removal,B (green),2,Bagasse Clamshell 9x9,71.40%
Facility 8 (ASP),First Removal,B (green),3,Bagasse Clamshell 9x9,
Facility 8 (ASP),First Removal,B (green),4,Bagasse Clamshell 9x9,69.30%
Facility 8 (ASP),First Removal,B (green),5,Bagasse Clamshell 9x9,60.90%
Facility 8 (ASP),First Removal,C (yellow),1,Bagasse Clamshell 9x9,
Facility 8 (ASP),First Removal,C (yellow),2,Bagasse Clamshell 9x9,
Facility 8 (ASP),First Removal,C (yellow),3,Bagasse Clamshell 9x9,
Facility 8 (ASP),First Removal,C (yellow),4,Bagasse Clamshell 9x9,
Facility 8 (ASP),First Removal,C (yellow),5,Bagasse Clamshell 9x9,
Facility 8 (ASP),Second Removal,A (blue),10,Bagasse Clamshell 9x9,
Facility 8 (ASP),Second Removal,A (blue),6,Bagasse Clamshell 9x9,
Facility 8 (ASP),Second Removal,A (blue),7,Bagasse Clamshell 9x9,
Facility 8 (ASP),Second Removal,A (blue),8,Bagasse Clamshell 9x9,
Facility 8 (ASP),Second Removal,A (blue),9,Bagasse Clamshell 9x9,
Facility 8 (ASP),Second Removal,B (green),10,Bagasse Clamshell 9x9,63.40%
Facility 8 (ASP),Second Removal,B (green),6,Bagasse Clamshell 9x9,67.70%
Facility 8 (ASP),Second Removal,B (green),7,Bagasse Clamshell 9x9,61.70%
Facility 8 (ASP),Second Removal,B (green),8,Bagasse Clamshell 9x9,39.90%
Facility 8 (ASP),Second Removal,B (green),9,Bagasse Clamshell 9x9,63.70%
Facility 8 (ASP),Second Removal,C (yellow),10,Bagasse Clamshell 9x9,
Facility 8 (ASP),Second Removal,C (yellow),6,Bagasse Clamshell 9x9,
Facility 8 (ASP),Second Removal,C (yellow),7,Bagasse Clamshell 9x9,
Facility 8 (ASP),Second Removal,C (yellow),8,Bagasse Clamshell 9x9,
Facility 8 (ASP),Second Removal,C (yellow),9,Bagasse Clamshell 9x9,
Facility 9 (EASP),First Removal,A (blue),10,Bagasse Clamshell 9x9,
Facility 9 (EASP),First Removal,A (blue),2,Bagasse Clamshell 9x9,
Facility 9 (EASP),First Removal,A (blue),4,Bagasse Clamshell 9x9,
Facility 9 (EASP),First Removal,A (blue),6,Bagasse Clamshell 9x9,
Facility 9 (EASP),First Removal,A (blue),9,Bagasse Clamshell 9x9,
Facility 9 (EASP),First Removal,B (green),1,Bagasse Clamshell 9x9,61.40%
Facility 9 (EASP),First Removal,B (green),2,Bagasse Clamshell 9x9,74.00%
Facility 9 (EASP),First Removal,B (green),4,Bagasse Clamshell 9x9,80.20%
Facility 9 (EASP),First Removal,B (green),5,Bagasse Clamshell 9x9,79.30%
Facility 9 (EASP),First Removal,B (green),6,Bagasse Clamshell 9x9,71.80%
Facility 9 (EASP),First Removal,C (yellow),1,Bagasse Clamshell 9x9,
Facility 9 (EASP),First Removal,C (yellow),2,Bagasse Clamshell 9x9,
Facility 9 (EASP),First Removal,C (yellow),3,Bagasse Clamshell 9x9,
Facility 9 (EASP),First Removal,C (yellow),4,Bagasse Clamshell 9x9,
Facility 9 (EASP),First Removal,C (yellow),5,Bagasse Clamshell 9x9,
Facility 9 (EASP),Second Removal,A (blue),1,Bagasse Clamshell 9x9,
Facility 9 (EASP),Second Removal,A (blue),3,Bagasse Clamshell 9x9,
Facility 9 (EASP),Second Removal,A (blue),5,Bagasse Clamshell 9x9,
Facility 9 (EASP),Second Removal,A (blue),7,Bagasse Clamshell 9x9,
Facility 9 (EASP),Second Removal,A (blue),8,Bagasse Clamshell 9x9,
Facility 9 (EASP),Second Removal,B (green),10,Bagasse Clamshell 9x9,72.20%
Facility 9 (EASP),Second Removal,B (green),3,Bagasse Clamshell 9x9,67.40%
Facility 9 (EASP),Second Removal,B (green),7,Bagasse Clamshell 9x9,67.10%
Facility 9 (EASP),Second Removal,B (green),8,Bagasse Clamshell 9x9,69.60%
Facility 9 (EASP),Second Removal,B (green),9,Bagasse Clamshell 9x9,72.00%
Facility 9 (EASP),Second Removal,C (yellow),10,Bagasse Clamshell 9x9,
Facility 9 (EASP),Second Removal,C (yellow),6,Bagasse Clamshell 9x9,
Facility 9 (EASP),Second Removal,C (yellow),7,Bagasse Clamshell 9x9,
Facility 9 (EASP),Second Removal,C (yellow),8,Bagasse Clamshell 9x9,
Facility 9 (EASP),Second Removal,C (yellow),9,Bagasse Clamshell 9x9,
Facility 10 (Windrow),First Removal,A (blue),2,Bagasse Clamshell 9x9,
Facility 10 (Windrow),First Removal,A (blue),4,Bagasse Clamshell 9x9,
Facility 10 (Windrow),First Removal,A (blue),6,Bagasse Clamshell 9x9,
Facility 10 (Windrow),First Removal,A (blue),7,Bagasse Clamshell 9x9,
Facility 10 (Windrow),First Removal,A (blue),9,Bagasse Clamshell 9x9,
Facility 10 (Windrow),First Removal,B (green),10,Bagasse Clamshell 9x9,22.00%
Facility 10 (Windrow),First Removal,B (green),2,Bagasse Clamshell 9x9,25.30%
Facility 10 (Windrow),First Removal,B (green),4,Bagasse Clamshell 9x9,9.90%
Facility 10 (Windrow),First Removal,B (green),6,Bagasse Clamshell 9x9,9.50%
Facility 10 (Windrow),First Removal,B (green),7,Bagasse Clamshell 9x9,0.00%
Facility 10 (Windrow),First Removal,C (yellow),1,Bagasse Clamshell 9x9,
Facility 10 (Windrow),First Removal,C (yellow),3,Bagasse Clamshell 9x9,
Facility 10 (Windrow),First Removal,C (yellow),5,Bagasse Clamshell 9x9,
Facility 10 (Windrow),First Removal,C (yellow),6,Bagasse Clamshell 9x9,
Facility 10 (Windrow),First Removal,C (yellow),7,Bagasse Clamshell 9x9,
Facility 10 (Windrow),Second Removal,A (blue),1,Bagasse Clamshell 9x9,
Facility 10 (Windrow),Second Removal,A (blue),10,Bagasse Clamshell 9x9,
Facility 10 (Windrow),Second Removal,A (blue),3,Bagasse Clamshell 9x9,
Facility 10 (Windrow),Second Removal,A (blue),5,Bagasse Clamshell 9x9,
Facility 10 (Windrow),Second Removal,A (blue),8,Bagasse Clamshell 9x9,
Facility 10 (Windrow),Second Removal,B (green),1,Bagasse Clamshell 9x9,0.00%
Facility 10 (Windrow),Second Removal,B (green),3,Bagasse Clamshell 9x9,0.00%
Facility 10 (Windrow),Second Removal,B (green),5,Bagasse Clamshell 9x9,7.10%
Facility 10 (Windrow),Second Removal,B (green),9,Bagasse Clamshell 9x9,1.40%
Facility 10 (Windrow),Second Removal,C (yellow),10,Bagasse Clamshell 9x9,
Facility 10 (Windrow),Second Removal,C (yellow),2,Bagasse Clamshell 9x9,
Facility 10 (Windrow),Second Removal,C (yellow),4,Bagasse Clamshell 9x9,
Facility 10 (Windrow),Second Removal,C (yellow),9,Bagasse Clamshell 9x9,
Facility 3 (EASP),First Removal,(blank),(blank),Bagasse Clamshell 9x9,1.10%
Facility 3 (EASP),Second Removal,(blank),(blank),Bagasse Clamshell 9x9,0.90%
Facility 4 (In-Vessel),First Removal,(blank),(blank),Bagasse Clamshell 9x9,0.00%
Facility 4 (In-Vessel),Second Removal,(blank),(blank),Bagasse Clamshell 9x9,0.00%
Facility 1 ( Windrow),First Removal,A (blue),10,Positive control - kraft paper 2 ply,61.80%
Facility 1 ( Windrow),First Removal,A (blue),6,Positive control - kraft paper 2 ply,57.90%
Facility 1 ( Windrow),First Removal,A (blue),7,Positive control - kraft paper 2 ply,82.80%
Facility 1 ( Windrow),First Removal,A (blue),8,Positive control - kraft paper 2 ply,60.50%
Facility 1 ( Windrow),First Removal,A (blue),9,Positive control - kraft paper 2 ply,78.60%
Facility 1 ( Windrow),First Removal,B (green),10,Positive control - kraft paper 2 ply,21.10%
Facility 1 ( Windrow),First Removal,B (green),6,Positive control - kraft paper 2 ply,36.50%
Facility 1 ( Windrow),First Removal,B (green),7,Positive control - kraft paper 2 ply,31.60%
Facility 1 ( Windrow),First Removal,B (green),8,Positive control - kraft paper 2 ply,62.30%
Facility 1 ( Windrow),First Removal,B (green),9,Positive control - kraft paper 2 ply,49.70%
Facility 1 ( Windrow),First Removal,C (yellow),10,Positive control - kraft paper 2 ply,74.40%
Facility 1 ( Windrow),First Removal,C (yellow),6,Positive control - kraft paper 2 ply,85.80%
Facility 1 ( Windrow),First Removal,C (yellow),7,Positive control - kraft paper 2 ply,85.60%
Facility 1 ( Windrow),First Removal,C (yellow),8,Positive control - kraft paper 2 ply,88.90%
Facility 1 ( Windrow),First Removal,C (yellow),9,Positive control - kraft paper 2 ply,52.00%
Facility 1 ( Windrow),Second Removal,A (blue),1,Positive control - kraft paper 2 ply,39.60%
Facility 1 ( Windrow),Second Removal,A (blue),2,Positive control - kraft paper 2 ply,53.10%
Facility 1 ( Windrow),Second Removal,A (blue),3,Positive control - kraft paper 2 ply,60.60%
Facility 1 ( Windrow),Second Removal,A (blue),4,Positive control - kraft paper 2 ply,
Facility 1 ( Windrow),Second Removal,A (blue),5,Positive control - kraft paper 2 ply,12.30%
Facility 1 ( Windrow),Second Removal,B (green),1,Positive control - kraft paper 2 ply,17.10%
Facility 1 ( Windrow),Second Removal,B (green),2,Positive control - kraft paper 2 ply,41.60%
Facility 1 ( Windrow),Second Removal,B (green),3,Positive control - kraft paper 2 ply,
Facility 1 ( Windrow),Second Removal,B (green),4,Positive control - kraft paper 2 ply,0.00%
Facility 1 ( Windrow),Second Removal,B (green),5,Positive control - kraft paper 2 ply,20.30%
Facility 1 ( Windrow),Second Removal,C (yellow),1,Positive control - kraft paper 2 ply,20.50%
Facility 1 ( Windrow),Second Removal,C (yellow),2,Positive control - kraft paper 2 ply,21.40%
Facility 1 ( Windrow),Second Removal,C (yellow),3,Positive control - kraft paper 2 ply,0.00%
Facility 1 ( Windrow),Second Removal,C (yellow),4,Positive control - kraft paper 2 ply,31.40%
Facility 1 ( Windrow),Second Removal,C (yellow),5,Positive control - kraft paper 2 ply,34.50%
Facility 2 (CASP),First Removal,A (blue),2,Positive control - kraft paper 2 ply,83.30%
Facility 2 (CASP),First Removal,A (blue),4,Positive control - kraft paper 2 ply,0.00%
Facility 2 (CASP),First Removal,A (blue),5,Positive control - kraft paper 2 ply,77.10%
Facility 2 (CASP),First Removal,A (blue),7,Positive control - kraft paper 2 ply,63.90%
Facility 2 (CASP),First Removal,A (blue),9,Positive control - kraft paper 2 ply,68.50%
Facility 2 (CASP),First Removal,B (green),(blank),Positive control - kraft paper 2 ply,
Facility 2 (CASP),First Removal,B (green),1,Positive control - kraft paper 2 ply,67.90%
Facility 2 (CASP),First Removal,B (green),2,Positive control - kraft paper 2 ply,77.30%
Facility 2 (CASP),First Removal,B (green),4,Positive control - kraft paper 2 ply,35.20%
Facility 2 (CASP),First Removal,B (green),5,Positive control - kraft paper 2 ply,71.50%
Facility 2 (CASP),First Removal,B (green),8,Positive control - kraft paper 2 ply,63.80%
Facility 2 (CASP),First Removal,C (yellow),1,Positive control - kraft paper 2 ply,44.80%
Facility 2 (CASP),First Removal,C (yellow),2,Positive control - kraft paper 2 ply,65.60%
Facility 2 (CASP),First Removal,C (yellow),4,Positive control - kraft paper 2 ply,83.80%
Facility 2 (CASP),First Removal,C (yellow),5,Positive control - kraft paper 2 ply,46.50%
Facility 2 (CASP),First Removal,C (yellow),9,Positive control - kraft paper 2 ply,72.60%
Facility 2 (CASP),Second Removal,A (blue),10,Positive control - kraft paper 2 ply,53.50%
Facility 2 (CASP),Second Removal,A (blue),3,Positive control - kraft paper 2 ply,80.40%
Facility 2 (CASP),Second Removal,A (blue),6,Positive control - kraft paper 2 ply,68.30%
Facility 2 (CASP),Second Removal,A (blue),8,Positive control - kraft paper 2 ply,75.30%
Facility 2 (CASP),Second Removal,B (green),3,Positive control - kraft paper 2 ply,74.00%
Facility 2 (CASP),Second Removal,B (green),6,Positive control - kraft paper 2 ply,68.70%
Facility 2 (CASP),Second Removal,B (green),7,Positive control - kraft paper 2 ply,60.00%
Facility 2 (CASP),Second Removal,B (green),9,Positive control - kraft paper 2 ply,63.60%
Facility 2 (CASP),Second Removal,C (yellow),10,Positive control - kraft paper 2 ply,28.70%
Facility 2 (CASP),Second Removal,C (yellow),3,Positive control - kraft paper 2 ply,69.10%
Facility 2 (CASP),Second Removal,C (yellow),6,Positive control - kraft paper 2 ply,45.00%
Facility 2 (CASP),Second Removal,C (yellow),7,Positive control - kraft paper 2 ply,51.70%
Facility 2 (CASP),Second Removal,C (yellow),8,Positive control - kraft paper 2 ply,38.70%
Facility 5 (EASP),First Removal,A (blue),1,Positive control - kraft paper 2 ply,68.00%
Facility 5 (EASP),First Removal,A (blue),10,Positive control - kraft paper 2 ply,64.90%
Facility 5 (EASP),First Removal,A (blue),4,Positive control - kraft paper 2 ply,62.80%
Facility 5 (EASP),First Removal,A (blue),6,Positive control - kraft paper 2 ply,76.20%
Facility 5 (EASP),First Removal,A (blue),8,Positive control - kraft paper 2 ply,79.20%
Facility 5 (EASP),First Removal,B (green),2,Positive control - kraft paper 2 ply,62.90%
Facility 5 (EASP),First Removal,B (green),5,Positive control - kraft paper 2 ply,65.00%
Facility 5 (EASP),First Removal,B (green),6,Positive control - kraft paper 2 ply,80.50%
Facility 5 (EASP),First Removal,B (green),7,Positive control - kraft paper 2 ply,76.00%
Facility 5 (EASP),First Removal,B (green),8,Positive control - kraft paper 2 ply,87.40%
Facility 5 (EASP),First Removal,C (yellow),10,Positive control - kraft paper 2 ply,80.30%
Facility 5 (EASP),First Removal,C (yellow),3,Positive control - kraft paper 2 ply,49.20%
Facility 5 (EASP),First Removal,C (yellow),7,Positive control - kraft paper 2 ply,81.60%
Facility 5 (EASP),First Removal,C (yellow),8,Positive control - kraft paper 2 ply,87.50%
Facility 5 (EASP),First Removal,C (yellow),9,Positive control - kraft paper 2 ply,87.40%
Facility 5 (EASP),Second Removal,A (blue),2,Positive control - kraft paper 2 ply,3.40%
Facility 5 (EASP),Second Removal,A (blue),3,Positive control - kraft paper 2 ply,40.90%
Facility 5 (EASP),Second Removal,A (blue),5,Positive control - kraft paper 2 ply,97.30%
Facility 5 (EASP),Second Removal,A (blue),7,Positive control - kraft paper 2 ply,0.00%
Facility 5 (EASP),Second Removal,A (blue),9,Positive control - kraft paper 2 ply,2.70%
Facility 5 (EASP),Second Removal,B (green),1,Positive control - kraft paper 2 ply,0.00%
Facility 5 (EASP),Second Removal,B (green),10,Positive control - kraft paper 2 ply,0.00%
Facility 5 (EASP),Second Removal,B (green),3,Positive control - kraft paper 2 ply,68.30%
Facility 5 (EASP),Second Removal,B (green),4,Positive control - kraft paper 2 ply,26.30%
Facility 5 (EASP),Second Removal,B (green),8,Positive control - kraft paper 2 ply,9.90%
Facility 5 (EASP),Second Removal,C (yellow),1,Positive control - kraft paper 2 ply,0.00%
Facility 5 (EASP),Second Removal,C (yellow),2,Positive control - kraft paper 2 ply,0.30%
Facility 5 (EASP),Second Removal,C (yellow),4,Positive control - kraft paper 2 ply,3.50%
Facility 5 (EASP),Second Removal,C (yellow),5,Positive control - kraft paper 2 ply,40.50%
Facility 5 (EASP),Second Removal,C (yellow),6,Positive control - kraft paper 2 ply,14.60%
Facility 6 (CASP),First Removal,A (blue),10,Positive control - kraft paper 2 ply,71.40%
Facility 6 (CASP),First Removal,A (blue),6,Positive control - kraft paper 2 ply,79.00%
Facility 6 (CASP),First Removal,A (blue),7,Positive control - kraft paper 2 ply,82.90%
Facility 6 (CASP),First Removal,A (blue),8,Positive control - kraft paper 2 ply,84.90%
Facility 6 (CASP),First Removal,A (blue),9,Positive control - kraft paper 2 ply,82.80%
Facility 6 (CASP),First Removal,B (green),10,Positive control - kraft paper 2 ply,79.20%
Facility 6 (CASP),First Removal,B (green),6,Positive control - kraft paper 2 ply,70.20%
Facility 6 (CASP),First Removal,B (green),7,Positive control - kraft paper 2 ply,79.90%
Facility 6 (CASP),First Removal,B (green),8,Positive control - kraft paper 2 ply,82.60%
Facility 6 (CASP),First Removal,B (green),9,Positive control - kraft paper 2 ply,77.90%
Facility 6 (CASP),First Removal,C (yellow),10,Positive control - kraft paper 2 ply,89.70%
Facility 6 (CASP),First Removal,C (yellow),6,Positive control - kraft paper 2 ply,83.60%
Facility 6 (CASP),First Removal,C (yellow),7,Positive control - kraft paper 2 ply,77.40%
Facility 6 (CASP),First Removal,C (yellow),8,Positive control - kraft paper 2 ply,100.40%
Facility 6 (CASP),First Removal,C (yellow),9,Positive control - kraft paper 2 ply,85.50%
Facility 6 (CASP),Second Removal,A (blue),1,Positive control - kraft paper 2 ply,
Facility 6 (CASP),Second Removal,A (blue),2,Positive control - kraft paper 2 ply,69.30%
Facility 6 (CASP),Second Removal,A (blue),4,Positive control - kraft paper 2 ply,53.90%
Facility 6 (CASP),Second Removal,A (blue),5,Positive control - kraft paper 2 ply,
Facility 6 (CASP),Second Removal,B (green),1,Positive control - kraft paper 2 ply,0.00%
Facility 6 (CASP),Second Removal,B (green),2,Positive control - kraft paper 2 ply,80.20%
Facility 6 (CASP),Second Removal,B (green),3,Positive control - kraft paper 2 ply,86.00%
Facility 6 (CASP),Second Removal,B (green),4,Positive control - kraft paper 2 ply,0.00%
Facility 6 (CASP),Second Removal,B (green),5,Positive control - kraft paper 2 ply,72.20%
Facility 6 (CASP),Second Removal,C (yellow),1,Positive control - kraft paper 2 ply,0.00%
Facility 6 (CASP),Second Removal,C (yellow),2,Positive control - kraft paper 2 ply,65.10%
Facility 6 (CASP),Second Removal,C (yellow),3,Positive control - kraft paper 2 ply,61.20%
Facility 6 (CASP),Second Removal,C (yellow),4,Positive control - kraft paper 2 ply,0.00%
Facility 6 (CASP),Second Removal,C (yellow),5,Positive control - kraft paper 2 ply,72.60%
Facility 7 (CASP),First Removal,A (blue),1,Positive control - kraft paper 2 ply,10.80%
Facility 7 (CASP),First Removal,A (blue),10,Positive control - kraft paper 2 ply,19.60%
Facility 7 (CASP),First Removal,A (blue),4,Positive control - kraft paper 2 ply,38.90%
Facility 7 (CASP),First Removal,A (blue),5,Positive control - kraft paper 2 ply,43.40%
Facility 7 (CASP),First Removal,A (blue),7,Positive control - kraft paper 2 ply,57.60%
Facility 7 (CASP),First Removal,B (green),2,Positive control - kraft paper 2 ply,42.80%
Facility 7 (CASP),First Removal,B (green),3,Positive control - kraft paper 2 ply,4.70%
Facility 7 (CASP),First Removal,B (green),4,Positive control - kraft paper 2 ply,0.00%
Facility 7 (CASP),First Removal,B (green),8,Positive control - kraft paper 2 ply,16.00%
Facility 7 (CASP),First Removal,B (green),9,Positive control - kraft paper 2 ply,
Facility 7 (CASP),First Removal,C (yellow),10,Positive control - kraft paper 2 ply,59.60%
Facility 7 (CASP),First Removal,C (yellow),5,Positive control - kraft paper 2 ply,11.50%
Facility 7 (CASP),First Removal,C (yellow),7,Positive control - kraft paper 2 ply,87.50%
Facility 7 (CASP),First Removal,C (yellow),8,Positive control - kraft paper 2 ply,46.50%
Facility 7 (CASP),Second Removal,A (blue),2,Positive control - kraft paper 2 ply,63.20%
Facility 7 (CASP),Second Removal,A (blue),3,Positive control - kraft paper 2 ply,36.80%
Facility 7 (CASP),Second Removal,A (blue),6,Positive control - kraft paper 2 ply,17.80%
Facility 7 (CASP),Second Removal,A (blue),8,Positive control - kraft paper 2 ply,21.70%
Facility 7 (CASP),Second Removal,A (blue),9,Positive control - kraft paper 2 ply,6.30%
Facility 7 (CASP),Second Removal,B (green),1,Positive control - kraft paper 2 ply,8.40%
Facility 7 (CASP),Second Removal,B (green),5,Positive control - kraft paper 2 ply,9.70%
Facility 7 (CASP),Second Removal,B (green),6,Positive control - kraft paper 2 ply,52.40%
Facility 7 (CASP),Second Removal,B (green),7,Positive control - kraft paper 2 ply,0.00%
Facility 7 (CASP),Second Removal,C (yellow),1,Positive control - kraft paper 2 ply,0.00%
Facility 7 (CASP),Second Removal,C (yellow),2,Positive control - kraft paper 2 ply,72.10%
Facility 7 (CASP),Second Removal,C (yellow),3,Positive control - kraft paper 2 ply,69.60%
Facility 7 (CASP),Second Removal,C (yellow),6,Positive control - kraft paper 2 ply,72.90%
Facility 7 (CASP),Second Removal,C (yellow),9,Positive control - kraft paper 2 ply,32.60%
Facility 8 (ASP),First Removal,A (blue),1,Positive control - kraft paper 2 ply,85.40%
Facility 8 (ASP),First Removal,A (blue),2,Positive control - kraft paper 2 ply,85.80%
Facility 8 (ASP),First Removal,A (blue),3,Positive control - kraft paper 2 ply,54.70%
Facility 8 (ASP),First Removal,A (blue),4,Positive control - kraft paper 2 ply,94.80%
Facility 8 (ASP),First Removal,A (blue),5,Positive control - kraft paper 2 ply,73.60%
Facility 8 (ASP),First Removal,B (green),1,Positive control - kraft paper 2 ply,
Facility 8 (ASP),First Removal,B (green),2,Positive control - kraft paper 2 ply,
Facility 8 (ASP),First Removal,B (green),3,Positive control - kraft paper 2 ply,
Facility 8 (ASP),First Removal,B (green),4,Positive control - kraft paper 2 ply,71.90%
Facility 8 (ASP),First Removal,B (green),5,Positive control - kraft paper 2 ply,
Facility 8 (ASP),First Removal,C (yellow),1,Positive control - kraft paper 2 ply,44.00%
Facility 8 (ASP),First Removal,C (yellow),2,Positive control - kraft paper 2 ply,45.40%
Facility 8 (ASP),First Removal,C (yellow),3,Positive control - kraft paper 2 ply,70.70%
Facility 8 (ASP),First Removal,C (yellow),4,Positive control - kraft paper 2 ply,76.50%
Facility 8 (ASP),First Removal,C (yellow),5,Positive control - kraft paper 2 ply,74.50%
Facility 8 (ASP),Second Removal,A (blue),10,Positive control - kraft paper 2 ply,53.90%
Facility 8 (ASP),Second Removal,A (blue),6,Positive control - kraft paper 2 ply,84.80%
Facility 8 (ASP),Second Removal,A (blue),7,Positive control - kraft paper 2 ply,80.90%
Facility 8 (ASP),Second Removal,A (blue),8,Positive control - kraft paper 2 ply,59.40%
Facility 8 (ASP),Second Removal,A (blue),9,Positive control - kraft paper 2 ply,68.70%
Facility 8 (ASP),Second Removal,B (green),10,Positive control - kraft paper 2 ply,55.70%
