facility_name,bag_ID,item_ID,trial_stage,mass_resid_%,sa_resid_%
CASP,A-7,H,First Removal,82.4,89.4
CASP,A-2,H,Second Removal,37.0,0.0
CASP,A-2,H,Second Removal,37.0,45.1
CASP,A-3,H,Second Removal,31.9,0.0
CASP,A-3,H,Second Removal,31.9,39.1
CASP,A-6,H,Second Removal,0.0,0.0
CASP,A-6,H,Second Removal,0.0,0.0
CASP,A-8,H,Second Removal,25.1,0.0
CASP,A-8,H,Second Removal,25.1,30.1
CASP,A-9,H,Second Removal,4.9,6.4
ASP,A-1,H,First Removal,0.0,0.0
ASP,A-2,H,First Removal,0.0,0.0
ASP,A-3,H,First Removal,0.0,0.0
ASP,A-4,H,First Removal,0.0,0.0
ASP,A-5,H,First Removal,0.0,0.0
ASP,A-10,H,Second Removal,0.0,0.0
ASP,A-6,H,Second Removal,0.0,0.0
ASP,A-7,H,Second Removal,0.0,0.0
ASP,A-8,H,Second Removal,0.0,0.0
ASP,A-9,H,Second Removal,0.0,0.0
EASP,A-10,H,First Removal,0.0,0.4
EASP,A-10,H,First Removal,0.0,0.0
EASP,A-2,H,First Removal,2.2,2.9
EASP,A-4,H,First Removal,0.0,0.0
EASP,A-4,H,First Removal,0.0,0.0
EASP,A-6,H,First Removal,5.3,0.0
EASP,A-6,H,First Removal,5.3,8.2
EASP,A-9,H,First Removal,4.8,5.8
EASP,A-1,H,Second Removal,6.6,4.8
EASP,A-3,H,Second Removal,0.0,1.2
EASP,A-3,H,Second Removal,0.0,0.0
EASP,A-5,H,Second Removal,0.3,0.0
EASP,A-5,H,Second Removal,0.3,0.3
EASP,A-7,H,Second Removal,0.0,0.0
EASP,A-7,H,Second Removal,0.0,0.0
EASP,A-8,H,Second Removal,0.0,0.0
Windrow,A-2,H,First Removal,0.0,0.0
Windrow,A-4,H,First Removal,5.6,5.8
Windrow,A-6,H,First Removal,37.8,35.2
Windrow,A-7,H,First Removal,0.0,0.0
Windrow,A-9,H,First Removal,0.0,0.0
Windrow,A-1,H,Second Removal,0.0,0.0
Windrow,A-10,H,Second Removal,0.0,0.0
Windrow,A-3,H,Second Removal,0.0,0.0
Windrow,A-5,H,Second Removal,0.0,0.0
Windrow,A-8,H,Second Removal,0.0,0.0
EASP,NaN,H,First Removal,0.9,0.3
EASP,NaN,H,Second Removal,0.0,0.0
In-Vessel,NaN,H,First Removal,11.6,3.6
In-Vessel,NaN,H,Second Removal,0.0,0.0
 Windrow,A-10,I,First Removal,90.9,75.5
 Windrow,A-6,I,First Removal,78.0,70.0
 Windrow,A-7,I,First Removal,97.2,87.7
 Windrow,A-8,I,First Removal,89.7,73.1
 Windrow,A-1,I,Second Removal,103.9,59.0
 Windrow,A-2,I,Second Removal,95.3,63.0
 Windrow,A-3,I,Second Removal,109.2,73.9
 Windrow,A-4,I,Second Removal,70.3,53.6
 Windrow,A-5,I,Second Removal,61.2,52.1
CASP,A-2,I,First Removal,145.6,73.9
CASP,A-4,I,First Removal,116.8,80.7
CASP,A-4,I,First Removal,116.8,43.7
CASP,A-5,I,First Removal,119.3,75.1
CASP,A-5,I,First Removal,119.3,84.0
CASP,A-7,I,First Removal,95.1,67.7
CASP,A-7,I,First Removal,95.1,85.6
CASP,A-7,I,First Removal,95.1,71.9
CASP,A-9,I,First Removal,112.0,70.7
CASP,A-9,I,First Removal,112.0,85.5
CASP,A-10,I,Second Removal,88.2,57.3
CASP,A-3,I,Second Removal,124.9,66.8
CASP,A-3,I,Second Removal,124.9,57.8
CASP,A-6,I,Second Removal,111.2,64.6
CASP,A-6,I,Second Removal,111.2,41.0
CASP,A-8,I,Second Removal,99.5,63.8
CASP,A-8,I,Second Removal,99.5,19.9
EASP,A-1,I,First Removal,115.0,83.1
EASP,A-10,I,First Removal,105.8,71.2
EASP,A-10,I,First Removal,105.8,72.7
EASP,A-4,I,First Removal,106.9,78.5
EASP,A-4,I,First Removal,106.9,68.5
EASP,A-6,I,First Removal,115.4,84.8
EASP,A-6,I,First Removal,115.4,75.7
EASP,A-8,I,First Removal,91.1,65.9
EASP,A-2,I,Second Removal,37.2,20.8
EASP,A-3,I,Second Removal,73.9,37.6
EASP,A-3,I,Second Removal,73.9,77.2
EASP,A-5,I,Second Removal,68.3,43.8
EASP,A-5,I,Second Removal,68.3,75.2
EASP,A-7,I,Second Removal,26.9,13.8
EASP,A-7,I,Second Removal,26.9,75.2
EASP,A-9,I,Second Removal,4.3,3.9
CASP,A-10,I,First Removal,130.0,84.1
CASP,A-10,I,First Removal,130.0,62.0
CASP,A-6,I,First Removal,119.2,70.3
CASP,A-7,I,First Removal,162.8,67.7
CASP,A-7,I,First Removal,162.8,85.6
CASP,A-7,I,First Removal,162.8,71.9
CASP,A-8,I,First Removal,117.8,80.9
CASP,A-9,I,First Removal,132.5,70.7
CASP,A-9,I,First Removal,132.5,85.5
CASP,A-1,I,Second Removal,150.0,81.4
CASP,A-2,I,Second Removal,48.8,34.4
CASP,A-2,I,Second Removal,48.8,17.5
CASP,A-4,I,Second Removal,114.6,70.5
CASP,A-5,I,Second Removal,0.0,0.0
CASP,A-1,I,First Removal,37.2,31.7
CASP,A-10,I,First Removal,66.8,84.1
CASP,A-10,I,First Removal,66.8,62.0
CASP,A-4,I,First Removal,52.7,80.7
CASP,A-4,I,First Removal,52.7,43.7
CASP,A-5,I,First Removal,88.6,75.1
CASP,A-5,I,First Removal,88.6,84.0
CASP,A-7,I,First Removal,91.5,67.7
CASP,A-7,I,First Removal,91.5,85.6
CASP,A-7,I,First Removal,91.5,71.9
CASP,A-2,I,Second Removal,17.2,34.4
CASP,A-2,I,Second Removal,17.2,17.5
CASP,A-3,I,Second Removal,67.3,66.8
CASP,A-3,I,Second Removal,67.3,57.8
CASP,A-6,I,Second Removal,46.1,64.6
CASP,A-6,I,Second Removal,46.1,41.0
CASP,A-8,I,Second Removal,25.4,63.8
CASP,A-8,I,Second Removal,25.4,19.9
CASP,A-9,I,Second Removal,50.0,33.5
ASP,A-1,I,First Removal,121.2,91.9
ASP,A-2,I,First Removal,124.0,89.0
ASP,A-3,I,First Removal,91.3,79.5
ASP,A-4,I,First Removal,121.9,89.6
ASP,A-5,I,First Removal,124.9,80.8
ASP,A-10,I,Second Removal,113.2,82.8
ASP,A-6,I,Second Removal,111.2,74.4
ASP,A-7,I,Second Removal,108.5,78.6
ASP,A-8,I,Second Removal,112.3,78.6
ASP,A-9,I,Second Removal,113.6,81.4
EASP,A-10,I,First Removal,97.8,71.2
EASP,A-10,I,First Removal,97.8,72.7
EASP,A-2,I,First Removal,76.9,63.5
EASP,A-6,I,First Removal,99.4,84.8
EASP,A-6,I,First Removal,99.4,75.7
EASP,A-9,I,First Removal,109.8,73.4
EASP,A-1,I,Second Removal,109.0,80.9
EASP,A-3,I,Second Removal,113.1,37.6
EASP,A-3,I,Second Removal,113.1,77.2
EASP,A-5,I,Second Removal,113.3,43.8
EASP,A-5,I,Second Removal,113.3,75.2
EASP,A-7,I,Second Removal,109.0,13.8
EASP,A-7,I,Second Removal,109.0,75.2
EASP,A-8,I,Second Removal,108.0,86.6
Windrow,A-2,I,First Removal,91.8,64.6
Windrow,A-4,I,First Removal,4.9,4.6
Windrow,A-6,I,First Removal,42.4,30.4
Windrow,A-7,I,First Removal,0.0,0.0
Windrow,A-9,I,First Removal,87.2,69.9
Windrow,A-1,I,Second Removal,0.0,0.0
Windrow,A-10,I,Second Removal,4.1,3.2
Windrow,A-3,I,Second Removal,0.0,0.0
Windrow,A-8,I,Second Removal,25.0,14.9
EASP,NaN,I,First Removal,28.7,6.9
EASP,NaN,I,Second Removal,22.8,4.4
In-Vessel,NaN,I,First Removal,0.0,0.0
In-Vessel,NaN,I,Second Removal,0.0,0.0
 Windrow,B-10,J,First Removal,0.0,0.0
 Windrow,B-6,J,First Removal,0.0,0.0
 Windrow,B-7,J,First Removal,0.0,0.0
 Windrow,B-8,J,First Removal,0.0,0.0
 Windrow,B-9,J,First Removal,0.0,0.0
 Windrow,B-1,J,Second Removal,0.0,0.0
 Windrow,B-2,J,Second Removal,0.0,0.0
 Windrow,B-3,J,Second Removal,0.0,0.0
 Windrow,B-4,J,Second Removal,0.0,0.0
 Windrow,B-5,J,Second Removal,0.0,0.0
CASP,B-1,J,First Removal,0.0,0.0
CASP,B-2,J,First Removal,0.0,0.0
CASP,B-4,J,First Removal,0.0,0.0
CASP,B-4,J,First Removal,0.0,0.0
CASP,B-5,J,First Removal,0.0,0.0
CASP,B-8,J,First Removal,0.0,0.0
CASP,B-8,J,First Removal,0.0,0.0
CASP,B-8,J,First Removal,0.0,0.0
CASP,B-3,J,Second Removal,0.0,0.0
CASP,B-3,J,Second Removal,0.0,0.0
CASP,B-6,J,Second Removal,0.0,0.0
CASP,B-6,J,Second Removal,0.0,0.0
CASP,B-7,J,Second Removal,0.0,0.0
CASP,B-7,J,Second Removal,0.0,0.0
CASP,B-9,J,Second Removal,0.0,0.0
EASP,B-2,J,First Removal,0.0,0.0
EASP,B-2,J,First Removal,0.0,0.0
EASP,B-5,J,First Removal,0.0,0.0
EASP,B-5,J,First Removal,0.0,0.0
EASP,B-6,J,First Removal,0.0,0.0
EASP,B-6,J,First Removal,0.0,0.0
EASP,B-7,J,First Removal,0.0,0.0
EASP,B-8,J,First Removal,0.0,0.0
EASP,B-1,J,Second Removal,0.0,0.0
EASP,B-10,J,Second Removal,0.0,0.0
EASP,B-10,J,Second Removal,0.0,0.0
EASP,B-3,J,Second Removal,0.0,0.0
EASP,B-3,J,Second Removal,0.0,0.0
EASP,B-4,J,Second Removal,0.0,0.0
EASP,B-8,J,Second Removal,0.0,0.0
EASP,B-8,J,Second Removal,0.0,0.0
CASP,B-10,J,First Removal,0.0,0.0
CASP,B-6,J,First Removal,214.4,141.8
CASP,B-7,J,First Removal,0.0,0.0
CASP,B-8,J,First Removal,0.0,0.0
CASP,B-8,J,First Removal,0.0,0.0
CASP,B-8,J,First Removal,0.0,0.0
CASP,B-9,J,First Removal,0.0,0.0
CASP,B-9,J,First Removal,0.0,59.0
CASP,B-1,J,Second Removal,0.0,0.0
CASP,B-1,J,Second Removal,0.0,0.0
CASP,B-2,J,Second Removal,0.0,0.0
CASP,B-3,J,Second Removal,0.0,0.0
CASP,B-3,J,Second Removal,0.0,0.0
CASP,B-4,J,Second Removal,0.0,0.0
CASP,B-5,J,Second Removal,0.0,0.0
CASP,B-5,J,Second Removal,0.0,0.0
CASP,B-3,J,First Removal,97.7,73.6
CASP,B-4,J,First Removal,0.0,0.0
CASP,B-4,J,First Removal,0.0,0.0
CASP,B-8,J,First Removal,0.0,0.0
CASP,B-8,J,First Removal,0.0,0.0
CASP,B-8,J,First Removal,0.0,0.0
CASP,B-9,J,First Removal,88.0,0.0
CASP,B-9,J,First Removal,88.0,59.0
CASP,B-1,J,Second Removal,0.0,0.0
CASP,B-1,J,Second Removal,0.0,0.0
CASP,B-5,J,Second Removal,0.0,0.0
CASP,B-5,J,Second Removal,0.0,0.0
CASP,B-6,J,Second Removal,0.0,0.0
CASP,B-6,J,Second Removal,0.0,0.0
CASP,B-7,J,Second Removal,0.0,0.0
CASP,B-7,J,Second Removal,0.0,0.0
ASP,B-1,J,First Removal,0.0,0.0
ASP,B-2,J,First Removal,16.9,27.7
ASP,B-3,J,First Removal,0.0,0.0
ASP,B-4,J,First Removal,0.0,0.0
ASP,B-5,J,First Removal,0.0,0.0
ASP,B-10,J,Second Removal,0.0,0.0
ASP,B-6,J,Second Removal,0.0,0.0
ASP,B-7,J,Second Removal,0.0,0.0
ASP,B-8,J,Second Removal,0.0,0.0
ASP,B-9,J,Second Removal,0.0,0.0
EASP,B-1,J,First Removal,0.0,0.0
EASP,B-2,J,First Removal,0.0,0.0
EASP,B-2,J,First Removal,0.0,0.0
EASP,B-4,J,First Removal,0.0,0.0
EASP,B-5,J,First Removal,0.0,0.0
EASP,B-5,J,First Removal,0.0,0.0
EASP,B-6,J,First Removal,0.0,0.0
EASP,B-6,J,First Removal,0.0,0.0
EASP,B-10,J,Second Removal,0.0,0.0
EASP,B-10,J,Second Removal,0.0,0.0
EASP,B-3,J,Second Removal,0.0,0.0
EASP,B-3,J,Second Removal,0.0,0.0
EASP,B-7,J,Second Removal,0.0,0.0
EASP,B-8,J,Second Removal,0.0,0.0
EASP,B-8,J,Second Removal,0.0,0.0
EASP,B-9,J,Second Removal,0.0,0.0
Windrow,B-10,J,First Removal,0.0,0.0
Windrow,B-2,J,First Removal,0.0,0.0
Windrow,B-4,J,First Removal,98.0,49.3
Windrow,B-6,J,First Removal,0.0,0.0
Windrow,B-7,J,First Removal,0.0,0.0
Windrow,B-1,J,Second Removal,0.0,0.0
Windrow,B-3,J,Second Removal,0.0,0.0
Windrow,B-5,J,Second Removal,0.0,0.0
Windrow,B-9,J,Second Removal,0.0,0.0
EASP,NaN,J,First Removal,0.0,0.0
EASP,NaN,J,Second Removal,0.0,0.0
In-Vessel,NaN,J,First Removal,38.7,1.4
In-Vessel,NaN,J,Second Removal,0.0,0.0
 Windrow,B-10,K,First Removal,92.4,73.9
 Windrow,B-6,K,First Removal,60.3,40.9
 Windrow,B-7,K,First Removal,87.1,64.9
 Windrow,B-8,K,First Removal,94.6,73.5
 Windrow,B-9,K,First Removal,84.8,60.8
 Windrow,B-1,K,Second Removal,76.6,36.0
 Windrow,B-2,K,Second Removal,56.6,23.6
 Windrow,B-3,K,Second Removal,16.0,10.4
 Windrow,B-4,K,Second Removal,49.5,26.2
 Windrow,B-5,K,Second Removal,79.4,40.5
CASP,B-,K,First Removal,72.5,37.0
CASP,B-1,K,First Removal,198.3,75.5
CASP,B-2,K,First Removal,179.7,63.0
CASP,B-2,K,First Removal,179.7,16.4
CASP,B-4,K,First Removal,135.2,50.9
CASP,B-4,K,First Removal,135.2,14.9
CASP,B-5,K,First Removal,107.7,61.4
CASP,B-8,K,First Removal,106.5,51.7
CASP,B-8,K,First Removal,106.5,73.9
CASP,B-8,K,First Removal,106.5,10.3
CASP,B-3,K,Second Removal,172.8,62.5
CASP,B-3,K,Second Removal,172.8,41.9
CASP,B-6,K,Second Removal,127.8,45.3
CASP,B-6,K,Second Removal,127.8,0.0
CASP,B-7,K,Second Removal,126.7,60.8
CASP,B-7,K,Second Removal,126.7,20.2
CASP,B-9,K,Second Removal,129.8,61.1
EASP,B-2,K,First Removal,11.2,59.7
EASP,B-2,K,First Removal,11.2,74.0
EASP,B-5,K,First Removal,119.2,70.5
EASP,B-5,K,First Removal,119.2,79.3
EASP,B-6,K,First Removal,120.5,73.3
EASP,B-6,K,First Removal,120.5,71.8
EASP,B-7,K,First Removal,131.7,76.9
EASP,B-8,K,First Removal,115.3,66.2
EASP,B-1,K,Second Removal,77.0,39.4
EASP,B-10,K,Second Removal,45.5,24.9
EASP,B-10,K,Second Removal,45.5,72.2
EASP,B-3,K,Second Removal,64.0,30.5
EASP,B-3,K,Second Removal,64.0,67.4
EASP,B-4,K,Second Removal,31.0,15.5
EASP,B-8,K,Second Removal,45.0,20.4
EASP,B-8,K,Second Removal,45.0,69.6
CASP,B-10,K,First Removal,109.5,61.1
CASP,B-6,K,First Removal,179.7,71.6
CASP,B-7,K,First Removal,142.6,72.1
CASP,B-8,K,First Removal,120.6,51.7
CASP,B-8,K,First Removal,120.6,73.9
CASP,B-8,K,First Removal,120.6,10.3
CASP,B-9,K,First Removal,171.2,78.8
CASP,B-1,K,Second Removal,28.4,11.6
CASP,B-1,K,Second Removal,28.4,0.0
CASP,B-2,K,Second Removal,70.8,31.7
CASP,B-3,K,Second Removal,94.5,62.5
CASP,B-3,K,Second Removal,94.5,41.9
CASP,B-4,K,Second Removal,56.2,23.5
CASP,B-5,K,Second Removal,162.0,53.8
CASP,B-5,K,Second Removal,162.0,38.3
CASP,B-2,K,First Removal,18.0,63.0
CASP,B-2,K,First Removal,18.0,16.4
CASP,B-3,K,First Removal,65.9,38.9
CASP,B-4,K,First Removal,40.9,50.9
CASP,B-4,K,First Removal,40.9,14.9
CASP,B-8,K,First Removal,21.3,51.7
CASP,B-8,K,First Removal,21.3,73.9
CASP,B-8,K,First Removal,21.3,10.3
CASP,B-1,K,Second Removal,0.0,11.6
CASP,B-1,K,Second Removal,0.0,0.0
CASP,B-5,K,Second Removal,50.9,53.8
CASP,B-5,K,Second Removal,50.9,38.3
CASP,B-6,K,Second Removal,0.0,45.3
CASP,B-6,K,Second Removal,0.0,0.0
CASP,B-7,K,Second Removal,36.2,60.8
CASP,B-7,K,Second Removal,36.2,20.2
ASP,B-1,K,First Removal,66.0,35.4
ASP,B-2,K,First Removal,111.5,71.4
ASP,B-4,K,First Removal,131.6,69.3
ASP,B-5,K,First Removal,112.9,60.9
ASP,B-10,K,Second Removal,108.0,63.4
ASP,B-6,K,Second Removal,107.2,67.7
ASP,B-7,K,Second Removal,107.4,61.7
ASP,B-8,K,Second Removal,67.0,39.9
ASP,B-9,K,Second Removal,99.2,63.7
EASP,B-1,K,First Removal,110.3,61.4
EASP,B-2,K,First Removal,117.7,59.7
EASP,B-2,K,First Removal,117.7,74.0
EASP,B-4,K,First Removal,141.4,80.2
EASP,B-5,K,First Removal,119.0,70.5
EASP,B-5,K,First Removal,119.0,79.3
EASP,B-6,K,First Removal,66.2,73.3
EASP,B-6,K,First Removal,66.2,71.8
EASP,B-10,K,Second Removal,104.0,24.9
EASP,B-10,K,Second Removal,104.0,72.2
EASP,B-3,K,Second Removal,106.8,30.5
EASP,B-3,K,Second Removal,106.8,67.4
EASP,B-7,K,Second Removal,111.7,67.1
EASP,B-8,K,Second Removal,108.7,20.4
EASP,B-8,K,Second Removal,108.7,69.6
EASP,B-9,K,Second Removal,109.9,72.0
Windrow,B-10,K,First Removal,38.6,22.0
Windrow,B-2,K,First Removal,46.9,25.3
Windrow,B-4,K,First Removal,21.2,9.9
Windrow,B-6,K,First Removal,14.6,9.5
Windrow,B-7,K,First Removal,0.0,0.0
Windrow,B-1,K,Second Removal,0.0,0.0
Windrow,B-3,K,Second Removal,0.0,0.0
Windrow,B-5,K,Second Removal,12.0,7.1
Windrow,B-9,K,Second Removal,1.9,1.4
EASP,NaN,K,First Removal,12.2,1.1
EASP,NaN,K,Second Removal,7.8,0.9
In-Vessel,NaN,K,First Removal,0.0,0.0
In-Vessel,NaN,K,Second Removal,0.0,0.0
 Windrow,A-10,K1,First Removal,98.6,61.8
 Windrow,A-6,K1,First Removal,69.6,57.9
 Windrow,A-7,K1,First Removal,93.3,82.8
 Windrow,A-8,K1,First Removal,90.9,60.5
 Windrow,A-9,K1,First Removal,92.8,78.6
 Windrow,B-10,K1,First Removal,47.6,21.1
 Windrow,B-6,K1,First Removal,60.3,36.5
 Windrow,B-7,K1,First Removal,50.6,31.6
 Windrow,B-8,K1,First Removal,124.9,62.3
 Windrow,B-9,K1,First Removal,88.8,49.7
 Windrow,C-10,K1,First Removal,90.9,74.4
 Windrow,C-6,K1,First Removal,101.6,85.8
 Windrow,C-7,K1,First Removal,100.2,85.6
 Windrow,C-8,K1,First Removal,105.7,88.9
 Windrow,C-9,K1,First Removal,71.2,52.0
 Windrow,A-1,K1,Second Removal,70.5,39.6
 Windrow,A-2,K1,Second Removal,107.5,53.1
 Windrow,A-3,K1,Second Removal,90.3,60.6
 Windrow,B-1,K1,Second Removal,45.6,17.1
 Windrow,B-2,K1,Second Removal,79.2,41.6
 Windrow,B-4,K1,Second Removal,0.0,0.0
 Windrow,B-5,K1,Second Removal,41.4,20.3
 Windrow,C-1,K1,Second Removal,44.8,20.5
 Windrow,C-2,K1,Second Removal,84.9,21.4
 Windrow,C-3,K1,Second Removal,0.0,0.0
 Windrow,C-4,K1,Second Removal,104.1,31.4
 Windrow,C-5,K1,Second Removal,88.0,34.5
CASP,A-2,K1,First Removal,176.4,83.3
CASP,A-4,K1,First Removal,0.0,0.0
CASP,A-4,K1,First Removal,0.0,38.9
CASP,A-5,K1,First Removal,129.9,77.1
CASP,A-5,K1,First Removal,129.9,43.4
CASP,A-7,K1,First Removal,110.2,63.9
CASP,A-7,K1,First Removal,110.2,82.9
CASP,A-7,K1,First Removal,110.2,57.6
CASP,A-9,K1,First Removal,101.7,68.5
CASP,A-9,K1,First Removal,101.7,82.8
CASP,B-1,K1,First Removal,152.3,67.9
CASP,B-2,K1,First Removal,157.6,77.3
CASP,B-2,K1,First Removal,157.6,42.8
CASP,B-4,K1,First Removal,104.5,35.2
CASP,B-4,K1,First Removal,104.5,0.0
CASP,B-5,K1,First Removal,104.7,71.5
CASP,B-8,K1,First Removal,111.2,63.8
CASP,B-8,K1,First Removal,111.2,82.6
CASP,B-8,K1,First Removal,111.2,16.0
CASP,C-1,K1,First Removal,131.1,44.8
CASP,C-2,K1,First Removal,118.4,65.6
CASP,C-4,K1,First Removal,177.2,83.8
CASP,C-5,K1,First Removal,122.4,46.5
CASP,C-5,K1,First Removal,122.4,11.5
CASP,C-9,K1,First Removal,134.9,72.6
CASP,C-9,K1,First Removal,134.9,85.5
CASP,A-10,K1,Second Removal,107.1,53.5
CASP,A-3,K1,Second Removal,134.4,80.4
CASP,A-3,K1,Second Removal,134.4,36.8
CASP,A-6,K1,Second Removal,116.6,68.3
CASP,A-6,K1,Second Removal,116.6,17.8
CASP,A-8,K1,Second Removal,108.8,75.3
CASP,A-8,K1,Second Removal,108.8,21.7
CASP,B-3,K1,Second Removal,134.2,74.0
CASP,B-3,K1,Second Removal,134.2,86.0
CASP,B-6,K1,Second Removal,130.9,68.7
CASP,B-6,K1,Second Removal,130.9,52.4
CASP,B-7,K1,Second Removal,117.3,60.0
CASP,B-7,K1,Second Removal,117.3,0.0
CASP,B-9,K1,Second Removal,99.2,63.6
CASP,C-10,K1,Second Removal,78.3,28.7
CASP,C-3,K1,Second Removal,138.4,69.1
CASP,C-3,K1,Second Removal,138.4,61.2
CASP,C-3,K1,Second Removal,138.4,69.6
CASP,C-6,K1,Second Removal,140.9,45.0
CASP,C-6,K1,Second Removal,140.9,72.9
CASP,C-7,K1,Second Removal,124.5,51.7
CASP,C-8,K1,Second Removal,72.0,38.7
EASP,A-1,K1,First Removal,109.7,68.0
EASP,A-10,K1,First Removal,116.3,64.9
EASP,A-10,K1,First Removal,116.3,58.4
EASP,A-4,K1,First Removal,118.3,62.8
EASP,A-4,K1,First Removal,118.3,0.0
EASP,A-6,K1,First Removal,116.0,76.2
EASP,A-6,K1,First Removal,116.0,68.2
EASP,A-8,K1,First Removal,118.3,79.2
EASP,B-2,K1,First Removal,106.8,62.9
EASP,B-2,K1,First Removal,106.8,77.3
EASP,B-5,K1,First Removal,121.2,65.0
EASP,B-5,K1,First Removal,121.2,70.0
EASP,B-6,K1,First Removal,130.6,80.5
EASP,B-6,K1,First Removal,130.6,78.1
EASP,B-7,K1,First Removal,117.0,76.0
EASP,B-8,K1,First Removal,122.8,87.4
EASP,C-10,K1,First Removal,126.8,80.3
EASP,C-3,K1,First Removal,114.0,49.2
EASP,C-3,K1,First Removal,114.0,80.6
EASP,C-7,K1,First Removal,116.5,81.6
EASP,C-8,K1,First Removal,110.0,87.5
EASP,C-9,K1,First Removal,118.3,87.4
EASP,A-2,K1,Second Removal,7.3,3.4
EASP,A-3,K1,Second Removal,142.1,40.9
EASP,A-3,K1,Second Removal,142.1,91.3
EASP,A-5,K1,Second Removal,160.6,97.3
EASP,A-5,K1,Second Removal,160.6,86.5
EASP,A-7,K1,Second Removal,0.0,0.0
EASP,A-7,K1,Second Removal,0.0,83.6
EASP,A-9,K1,Second Removal,13.8,2.7
EASP,B-1,K1,Second Removal,0.0,0.0
EASP,B-10,K1,Second Removal,0.0,0.0
EASP,B-10,K1,Second Removal,0.0,49.8
EASP,B-3,K1,Second Removal,105.1,68.3
EASP,B-3,K1,Second Removal,105.1,68.5
EASP,B-8,K1,Second Removal,27.2,9.9
EASP,B-8,K1,Second Removal,27.2,53.3
EASP,C-1,K1,Second Removal,0.0,0.0
EASP,C-2,K1,Second Removal,1.5,0.3
EASP,C-4,K1,Second Removal,19.0,3.5
EASP,C-5,K1,Second Removal,71.4,40.5
EASP,C-6,K1,Second Removal,51.0,14.6
EASP,C-6,K1,Second Removal,51.0,70.2
CASP,A-10,K1,First Removal,144.1,71.4
CASP,A-10,K1,First Removal,144.1,19.6
CASP,A-6,K1,First Removal,109.0,79.0
CASP,A-7,K1,First Removal,125.4,63.9
CASP,A-7,K1,First Removal,125.4,82.9
CASP,A-7,K1,First Removal,125.4,57.6
CASP,A-8,K1,First Removal,127.8,84.9
CASP,A-9,K1,First Removal,124.9,68.5
CASP,A-9,K1,First Removal,124.9,82.8
CASP,B-10,K1,First Removal,158.5,79.2
CASP,B-6,K1,First Removal,112.9,70.2
CASP,B-7,K1,First Removal,125.9,79.9
CASP,B-8,K1,First Removal,144.5,63.8
CASP,B-8,K1,First Removal,144.5,82.6
CASP,B-8,K1,First Removal,144.5,16.0
CASP,B-9,K1,First Removal,111.4,77.9
CASP,C-10,K1,First Removal,123.5,89.7
CASP,C-10,K1,First Removal,123.5,59.6
CASP,C-6,K1,First Removal,139.6,83.6
CASP,C-7,K1,First Removal,145.4,77.4
CASP,C-7,K1,First Removal,145.4,87.5
CASP,C-8,K1,First Removal,120.0,100.4
CASP,C-8,K1,First Removal,120.0,46.5
CASP,C-9,K1,First Removal,124.1,72.6
CASP,C-9,K1,First Removal,124.1,85.5
CASP,A-2,K1,Second Removal,106.4,69.3
CASP,A-2,K1,Second Removal,106.4,63.2
CASP,A-4,K1,Second Removal,127.0,53.9
CASP,B-1,K1,Second Removal,0.0,0.0
CASP,B-1,K1,Second Removal,0.0,8.4
CASP,B-2,K1,Second Removal,136.9,80.2
CASP,B-3,K1,Second Removal,128.3,74.0
CASP,B-3,K1,Second Removal,128.3,86.0
CASP,B-4,K1,Second Removal,0.0,0.0
CASP,B-5,K1,Second Removal,118.1,72.2
CASP,B-5,K1,Second Removal,118.1,9.7
CASP,C-1,K1,Second Removal,0.0,0.0
CASP,C-1,K1,Second Removal,0.0,0.0
CASP,C-2,K1,Second Removal,110.1,65.1
CASP,C-2,K1,Second Removal,110.1,72.1
CASP,C-3,K1,Second Removal,137.6,69.1
CASP,C-3,K1,Second Removal,137.6,61.2
CASP,C-3,K1,Second Removal,137.6,69.6
CASP,C-4,K1,Second Removal,0.0,0.0
CASP,C-5,K1,Second Removal,116.3,72.6
CASP,A-1,K1,First Removal,42.1,10.8
CASP,A-10,K1,First Removal,40.5,71.4
CASP,A-10,K1,First Removal,40.5,19.6
CASP,A-4,K1,First Removal,56.7,0.0
CASP,A-4,K1,First Removal,56.7,38.9
CASP,A-5,K1,First Removal,61.9,77.1
CASP,A-5,K1,First Removal,61.9,43.4
CASP,A-7,K1,First Removal,86.6,63.9
CASP,A-7,K1,First Removal,86.6,82.9
CASP,A-7,K1,First Removal,86.6,57.6
CASP,B-2,K1,First Removal,60.0,77.3
CASP,B-2,K1,First Removal,60.0,42.8
CASP,B-3,K1,First Removal,13.3,4.7
CASP,B-4,K1,First Removal,0.0,35.2
CASP,B-4,K1,First Removal,0.0,0.0
CASP,B-8,K1,First Removal,67.3,63.8
CASP,B-8,K1,First Removal,67.3,82.6
CASP,B-8,K1,First Removal,67.3,16.0
CASP,C-10,K1,First Removal,133.5,89.7
CASP,C-10,K1,First Removal,133.5,59.6
CASP,C-5,K1,First Removal,25.0,46.5
CASP,C-5,K1,First Removal,25.0,11.5
CASP,C-7,K1,First Removal,116.5,77.4
CASP,C-7,K1,First Removal,116.5,87.5
CASP,C-8,K1,First Removal,86.6,100.4
CASP,C-8,K1,First Removal,86.6,46.5
CASP,A-2,K1,Second Removal,163.7,69.3
CASP,A-2,K1,Second Removal,163.7,63.2
CASP,A-3,K1,Second Removal,69.2,80.4
CASP,A-3,K1,Second Removal,69.2,36.8
